tier_1	comments
else	Make in-home service actually service and able to diagnose and fix issues, rather than being trained/authorized to just install parts that get shipped to the customer.
else	Provide a shipping label to ship the computer to you.
else	Send shipping label in the first email and not separately.
else	Resolve issues with Microsoft when their Windows updates wreck your computers
else	Replacement parts are not the same as the original, texture difference, color difference
else	Please coordinate delivery of parts and onsite services better. My onsite repair visit occurred before the spare parts were delivered. No I am stick with spare parts and a non working laptop.
else	waited a long time for the part to come in. installation tech did a great job
else	Improve the quality of the parts and service
else	Still waiting on parts (power cord), that was not returned with repaired laptop. Was promised 3 months warrenty on repaired laptop that has not been updated.
else	after change my parts my laptop is not working properly i m facing hanging and mouse pad not work properly. and except that if you want to improve you service kindly make a system to call the customer when they generate his complain so he know about that something happened with his complain, bcz I m not received any call after generate my call directly engineer call me after 1 week
else	The repair took a very long time.
else	There was a two week wait time for the part to be delivered to the technician. I was promised three days. This was extremely upsetting to me. The technician, however, was fantastic.
else	I clearly informed the tech that the issue was with the bluetooth device. They claim to have replaced the motherboard, but they appear to have simply reinstalled windows. After installing windows updates the bluetooth device no longer functions.
else	No response from Lenovo till date
else	Allow the Field tech to order the parts he needs
else	at your authorized service center they are asking for invoice copy where as on mobile it already displayed that mobile is in warranty. without invoice they not accepted any service request.as per my knowledge you are having your system from that you can track all details of mobile purchase.this is very worst condition of the center. if you want to talk with me regarding this issue please call me on 8898880098.
else	1. Keep the states updated, and also have the detail of the states. Ex: parts are not available, WHEN will it be in stock.  2. PLEASE make sure everything work after repair. This is not my first time I sent my laptop back. The same thing happens after I receive my laptop from repair, within a month?! I HAVE TO send it back to you again. 3. It took FOREVER to get the repair done. I can't do my work.
else	More explicit status update
else	I am still waiting for a call back to begin the replacement process.  I have received a survey about support prior to even starting the support process.
else	provide customers with competent and professional technicians. The technician he had, had a very strong cigarette odor and his body odor was of relevance.
else	Send an onsite engineer that's more professional and I'm on warranty for a reason and the laptop did not stop working because of that minimal rust so pls
else	I received a 2 week delayed email about the motherboard being installed.  I already had the computer home and their was no identification of the repair when the actual computer was returned.
else	1) provide a dedicate telephone number after logging a complaint/service order on line - rather than emailing a phone number that requires going through multiple extensions 2) a single number for that complaint rather than an eticket+Account ID+Service order Numbers 3) please have Lenovo on all email correspondence (makes finding them easier) ie automat@ctdi.com
else	Wrong part was initially sent, but was resolved quickly
else	Assitant who took my call was not particularly helpful. Was quite negative - suggested that cost of repair might exceed the cost of a new tablet (needed new micro usb port). When I gave him my post code for issuing a returns label, he was able to call up the correct company name and address but when he emailed the label to me the address was only partial and insufficient for the postal service. I subsequently found a local repair man who carried out the repair for less than 20.
else	Because the problems I was facing are not here in this updated version
else	Reduce waiting window, currently is set like 12pm-5pm, I have to wait long.Improve parts inventory to reduce long waiting.
else	Kindly hire and train your customer care staff at Mysore centre  to be more professional and customer friendly. They should inform the customer the following  A) Full details of the problem in there product. B) The details of the part that is being replaced in the product. ( Product Serial Number)  C) The number of Days it takes to rectify the problem. D ) Terms of Warranty for the parts Changed.
else	I purchased a brand new Thinkpad 470 p, but the battery could not last for around 2 h even I charged it for 8 h. I want a new battery
else	After buy product warrenty not get updated til 8 month
else	Reducing the delivery time -particularly about spares collection
else	improve the time taken for the part to arrive
else	Need to address issues on time
else	I have received no contact about the issue. I have called and emailed twice.
else	Come up with a solution for the Microsoft update that is crashing all of our Newly purchased PC's. This is unacceptable!
else	Spoke to all different ppl that couldnt help, still waiting on refund
else	Provide tech with proper part
else	Don't make me correspond with the customer relations department by email. I keep asking Efthimia to ring me (as there is no phone number in her signature tag) but she won't.
else	my issue is not resolved even after shipping my laptop and waiting for return, lenovo described issue has been resolved but it is not yet.
else	It used to be that we would order on site service and the tech would come the next day. In this case the part was shipped to the hotel and I didn't receive a call from the Tech until almost a week later
else	"Your new computers should automatically detect driver issues with peripherals, especially Lenovo peripherals, and update them so that they can work properly. In my case the problem I was experiencing indicated a problem with accessing the BIOS, but turned out to be a problem with a multi port ""docking station that I bought at the same time as the computer."
else	Still waiting for laptop to return
else	My receiver volume got low not able hear correctly and my on call sensor not working as expected
else	support executive come to us with 4 to 5 different solution, I format my system 3 time on there wish but still no improvement.
else	Send technicians on time.
else	Early resolution of the problem as my machine is out of service.
else	As per my previous comment that engineers has to improve to call back to customer if call got disconnected in between troubleshooting
else	Windows 10 update not installed as promised
else	Need to feed back information instead of me chasing an update on my machine every week.
else	Keeping in line with a previous response, sending regular updates on the progress of the machine will better meet my expectations
else	We requested to get this back numerous times and dint hear anything. We was waiting weeks to receive it back, also we rang numerous times and we spoke to someone as said they couldn't find any history off the request even though we gave them the request number and once he said he found it he said he was going to transfer us but just put it down. Lack off communication and urgency.
else	So far I have not received any information on when my laptop will be fixed.  I was on the phone with Lenovo for 50 mins waiting for someone to answer, I was then told to contact another vendor.  They in turn said they can't handle the recall issue and I needed to call Lenovo back.  My issue is still outstanding.
else	Didn't receive the laptop yet
else	Still waiting to ship laptop back.  CSR was unable to help fix over phone
else	computer returned with same problem  video not working
else	I don't even remember why I called.
else	Send parts with overnight shipping
else	There was a lot of confusion as I received multiple emails some stating my parts were on back order while others that my replacement part had shipped. The technician was able to look up the actual status of my delivery as I was unable to get clear answers on the help line.
else	Lenovo did their part in replacing the system board, however, Marriott is unable to provide a bit locker number to get the computer running.  I have to send in the computer to re-image.
else	Not return my computer with a new promblem which didn't exist prior
else	Time to deliver the parts
else	Extend warranties when some parts are replaced.
else	Please make the service timely and keep us updated regarding our product.
else	Better Level Receiving calls on the call center who deal with customers as customers not giving them attitudes , Give Time and Schedules to Resolve the issue , Not open ended answers , have the right parts shipped , No case should be closed after 3 days without the case being solved and confirmed with customer .
else	Machine was returned without completing requested work
else	For an large client like Qantas, you should have onsite warranty not return to base.
else	I received a replacement phone for one that was broken.
else	Nobody from Lenovo has called me to address the issue
else	Improve the on-line site to make phone number accessible.
else	I contacted the support line and left a message with my case number and never received a call back from support.
else	"Have more parts available in stock or on demand. We always have to ""wait"" several days for parts on back order. Causing delays, frustrated users, and unnecessary communications back and forth etc."
else	better communication around part delays
else	Communication, I never received any email feedback as to when the engineer was scheduled to arrive.
else	Laptop was pulled apart in October 17 same problem happened March 18 and it still keeps crashing. Not Happy.
else	Include instructions on how to remove the hard drive from the bracket.  The Lenovo website only had instructions on how to remove the hard drive bracket from the computer.  I had to search the internet to discover that I had to bend the edge of the plastic bracket to remove the hard drive.  It took me over 30 minutes to find this solution on the internet.
else	This is the second time i've had to send my laptop in for this same issue. Not only that, but when I received my laptop back from the depot this time, they didn't send me my charger. It's been over a week and I still have not received it, despite numerous calls to customer support.
else	Quicker delivery of the parts.
else	more updates, access to current status, description of problem, and better chat service
else	There was no update on the status through emails. It was order open and closed with out any information. It would be great to provide what is going on and help customer understand the status and how long approx it takes
else	Maintain quality of your product and introduce better people to fix the units within warranty period , better communication with customer & drastically need toImprove turnaround time when the unit is sent to repair .
else	Very very tired of feedback, forever very bad services despite i made countless complain and feedback still the same, the VP VERY VERY SCARED TO CALL ME.
else	Simplify call logging process.
else	Provide more updates on why it is taking to so long to resolve an issue.  Provide the correct part when fixing the device
else	Lenovo had to send out the same part out twice because the first one was a refurbished board that didn't work.  The board had missing parts on it.
else	Not sell laptops which have such little memory that they cant even install a security update! I used to love Lenovo now I just feel like Ive been sold a faulty product which I dont know what to do with.
else	i have returned the earlier Moto X4 beacuse it is not charging, but till then it used to get fully charged in 50 min. But the current mobile is taking more than 1 1/2 Hours to fully charge. and the battery is discharging very fast when compared to my original piece.. Seriously i am not at all satisfied with the replaced product
else	every time when we share you error number your representative reply it is invalid number, but it shows us, so always we have to send you screenshots & then only u believe , it should not happens, you should update your database properly & correctly
else	Faster repair/improvement/resolution
else	If a new  laptop requirse 3 visits and still no resolution the best course of action would have been to replace the laptop.Also response time is extremely bad from the support engineers.
else	There was issue with Harddrive and after resolution touch pad is not working
else	it would have been informative if the cause of fault and resolution was explained.(in laymans terms)
else	If a part required for repair is not in stock the support team sometimes have no eta. This can be annoying as we can not tell our end user an eta either.
else	Speed of replacement parts, speed of customer service is truly the worst I have seen in 35 years. I will not recommend Lenovo to anyone I want to keep as a friend.
else	Resolve the issue of phone getting heated after I accepted system update.
else	After I receive the laptop back, give me a better idea of what work was done on the laptop
else	Follow up with service orders Ensure that parts  and service were delivered
else	Better attention to detail when shipping parts would be helpful.
else	be more on time
else	know more updated in frequent basis
else	Train designated staff to instruct consumers how to process their warranty returns in a timely fashion. Streamline the process and make it user friendly.
else	Worst service ever I've receive They didn't even assemble my laptopThere is noise of screw I can here , when rotatedI ignored once but my cpu fan started noise due to that screwHope I have to go backI'm tired of your servicesShame on you
else	hopefully lenovo  can support old models at elast 3 years behind.. its hard to request parts for out of warranty  OOW units.  and hoping that lenovo will provide us a price list.. compared to ASUS we have an acces to all parts price for in-warranty and out of warranty units.  and we can give emedietly price feed back to the client...
else	test your hardware and keep track of it
else	The people infront of service centre was not behaving as technical..very poor service exprinced by me..the girl on counter number 5 was replying like i dnt knw for any query....poor service ever...
else	Thoroughly test al items before returning
else	next day service is never next day - it always takes 2, even if I call in the morning
else	Take the initative to provide update instead of having the customers call them.Be more sure of what they are doing instead of always asking the customer to wait.
Agent	Service times, Reply times and everything in between.Customer rep was very blunt and rude in emails.
else	Long phone queue so tested MTSA but sparepart order issue. Make it easier to caontact support and have someone check MTSA more often.
else	Improve shipment times, the repair was delayed a day since the shipment waited until the next business day to be shipped
else	Please make your process flow of selections over the call to reach an executive less branched. I expect to speak someone after two or three selections. Waiting time seemed like years!
else	experdite the waiting process and make parts available more readily
else	Transfer all the information I provided to the call agent to the vendor who actually does the work.  The vendor showed me her screen, it only contained the bare minimum information like customer name, telephone number, address, serial number.  Al the time I spent explaining the issue to the call agent went to waste.  Even SLA information was not transmitted.  Vendor offerred to fix issue after SLA period.  I had to escalate all the way to management before vendor would come on the last day of SLA.
else	Wrong part dispatched.
else	As of now, we didn't get any negative feedback from user, hence maintain the same.
else	Ideally, I would not like to spend 134 days awaiting resolution to the specifications I gave within my original email. Additionally, communications were poorly worded, and difficult to understand.
else	problem is not the product but the sales team didn't mention this docking not able to charge notebook.  Who want a docking not able to charge notebook and sales team didn't even mention about it.  maybe they don't even know at all!!
else	The solution did not return PC to original level of functionality
else	Computer returned from 8 weeks at Lenovo Kentucky facility but will not work.
else	It's my Second time visit to service center within 1 Month for same problem at 1st time for same problem they changed my Mother Board and on second visit they had changed the Display without confirming what's is the actual problem they started to Experiments on my mobile phone which cause me huge waste for time visiting service center and asking whether I phone is now repaired or not. I still doubts that the same problem where my Screen stop working will happen again, but if we do restart then the problem is solved but what is the permanent solution for that?....I would like to Ask for the Replacement for my Motor 4 Plus phone because it's defective and you cannot detect it then please provide Replacement with good working Mobile.I hope you believe how customer valuable response because after spending the money to buy such costly phone and facing the same issue within 1 year of guarantee, that to shame full to be happened with such a big brand like Motorola I never expected the such bad service.Thanks
else	Don't order a recall with parts in stock. A Carbon laptop should be replaced instead of being repaired in the first year.
else	Be quicker to update the status on the computer, instead of waiting until someone calls to do so. There should be an automotive system when the computer arrives and goes from one technician to another.
else	Be faster,update and inform why we wait.
else	I mentioned the problems with my Laptop upon return.
else	The website was difficult to use when I purchased the laptop, in particular finding accessories. The description information given on the customization page wasn't enough. Had to navigate to the accessory page and sometime search outside the Lenovo page (Youtube/Google) to find which parts would be compatible with the laptop. I also couldn't change the address associated with the Lenovo ID, there's no easy way to change email address. Sent a message to support using the contact form, got a reply saying the message hadn't been dispatched. Lots of little issues with buying the product on the site. On the phone support is perfect, but on the website some hiccups.
else	To cut down the time to deliver the replacement parts to Next Business Day.  Otherwise Lenovo's Aftersales is like at the bottom tier in terms of service reliability.  We consumers are looking at efficient Aftersales support to compliment your product offerings.
else	not  have to  call  twice
else	It took many contacts to the support number to get a resolution. I reported the problem on 3/12, was initially told my machine would be replaced, got a call from support sayign it would be repaired. When the service tech arrived, he quickly determined that my PC could not be repaired and needed to be replaced. (that's what I was told initially).
else	Lenovo should improve its technical assistance on priority basis.
else	Provide a BIOS update for the built-in diagnostics so that no false positive will be reported. https://support.lenovo.com/us/en/solutions/HT082328
else	Fix the problem with the track pad button.  QA/QA does not appear to exist
else	Cut short trouble shooting on phone as we are not technical person to do various steps asked on phone before sending technicians
else	Reception of call wasn't the best
else	Following the initial report on Wednesday  I was sent an email saying I would be updated and an engineer would contact me, didn't get any contact until I rang Lenovo on Tuesday the next week chasing and was told anengineer had visited and mended the laptop, but as id had no contact thiswas an error, I then was told as that icedent numer was closed they would raise a new one. again the standard email says I will be updated but no further email response from lenovo. Engineer attended my office to work on laptop on Thursday after delivery of a part and couldn't fix it, and left a message with a coleegue that he would be back on Monday, didn't turn upon Monday so I rang Tuesday to be informed the part had been ordered and engineer would be back on Thursday to fit. This info could have been confirmed to me by email but again I had to chase to get the info.there seems to be a disconnect between the call centre and the engineers, once the job is passed onto the engineer then the call centre don't seem to review the case and send out updates.I was without my laptop for 2 weeks form the intial report of the problem to lenovo when I was advised by ourLaingorourke IT dept that it should be a next day service.
else	Still waiting to for box and shipping label to send to Lenovo
else	I was never told what was wrong with my device and this is the second time I had to send it in for repair.
else	Share findings on the machine and clear it with the customer, without sending the machine after a problem was diagnosed. May be the grounds, on which you're returning the device are not true.
else	Create an independent customer service department to take care of customer problems not only customer orders
else	Make the warranty phone number stand out from the  rest.
else	Not let customers wait 3 weeks for a part.
else	depot returned computer with issue not resolved
else	Ensure the correct part is sent.
else	improving upon software issues, and crashes if the updates are delayed or update gets stuck in between
else	Send an email with the proposed resolution/next steps before dispatching personnel and equipment. I got an email saying a part was shipped for self-service repair without any other information. The next day, an onsite technician called me for a same-day appointment, but this was the first I had heard Lenovo would be sending a technician. The technician also had the part with him, rather than it being shipped to me. My experience with the onsite repair was good, but the confusion before the actual repair needs to be fixed.
else	Get parts faster
else	The email I received from sending my box into Motorola claimed that FedEx would provide a free box time ship the phone in. They did not. That email is also full of typos and should be updated. Everything with the phone replacement was fine, but I would have liked to know if Motorola even tried to repair my original device (the Sim card slot was jammed).
else	It wasn't clear which help line to call for my product (Yoga 920)
else	Have a return to base warranty locally
else	Pc was received back severely damaged during shipping  can not reply to any questions here because had to send it back
else	improve the quality of the plugs you have on the  charger unit.
else	8 for timeframe because we're in Tasmania so sometime it takes awhile to get parts. 8 for repair status not for this case but because sometimes in the past we've had to chase them up. We're really happy with the product. We're in a school and they really stand up to the punishment of the students.
else	There was a shipping delay in sending the part to me.
else	The replacement phone I received is broken. It keeps shutting down.
else	Keep us updated via email such as products being shipped to site.
else	Faster return.
else	Be honest about how long it's going to take to get an item delivered. Don't close the file just because you've shipped the part.
else	Computer was returned damaged
else	attend the case on time
else	The refurbished phone that I received has display issues.
else	Improve the stock of parts reserved for high-end PC like workstation P series
else	By speeding up the process of hardware delivery to the technical team.By making a few more Lenovo Service Centers available at other end of the city.
else	Improve returns to depot
Agent	The first person I chatted with didnt even attempt to help. So I decided to call and that made a world of difference. Had the interaction stopped at first agent I would have thought your product was poor quality. The person I spoke with on the phone changes my perspective. All of your representatives need to care for the customer and not disconnect them.
else	Take a long time to receive my phone
Agent	Do not put me on hold when I ask for a supervisor
else	They need to improve the quality of the part special in LCD cover  for Lenovo T450 because it easy to break the cover.
else	1. It was slightly difficult to track down the information regarding the warranty and receiving support.2. It would have been great to get update emails on progress.  It took longer to resolve the issue than the set expectation, so getting an email resetting expectations would have been appreciated.
else	change my motherboard on time
else	Lenovo should take care of the service which is told to be done on priority especially in the corporate world and should align such engineers who are very serious about the user satisfaction and the security of the device as your service engineer has not taken any security measure for the safety of my device and even the part was not having the barcode on it. One important thing is that your engineer didn't bring the part in the seal pack box. How can be reliable on him that he has brought the genuine part of my device?
else	Employ better professionals for servicing laptops and for communication
else	part issue
else	Probably reduce wait times
else	The replacement part was not immediately available, so we had to wait several days for the service call.  I know you can't keep spares for everything, just wanted to mention this.
else	A few less steps in the evaluation process before the return.
else	Laptop parts is damage so please check every part clearly...
else	provide soft ware repair/help at no charge.  Especially one that is only 2 days old.  My wifi disconnects anytime I try to connect printer. Have talked with service provider and your people.
else	Send new and functional parts - the system board received was defective. Send skilled technician - the technician on site wasn't able to properly install the parts and left with the computer not working. Extremely disappointed and frustrated by the service and will never purchase a Lenovo product again.
else	The fact that my notebook completely became in responsive due to an automatic update that was occurring is insane. IDont how if its automatically updating , my computer was useless unless I restarted it with the help of customer support .
else	I had a hard time hearing the phone tech and had to have him repeat things a couple of times.
else	Track part orders better and communicate better with end user.
else	While it is still under warranty, i shouldn't have to pay to send it in to get fixed.  Then when it was returned it wouldn't work.  Was it tested before returning?  I was told this is unusual for this machine to have problems, did I get a lemon.  It is taking more time for the service team and me, than the machine is worth.  It might be cheaper just to send a new unit.
else	Give phone reps access to more information in terms of what they can view on their screens to let users know when to expect parts, not just give them tracking numbers for UPS, I can check a tracking number myself.
else	Gave up on waiting for the recovery disc!  It never arrived as promised.  Horrible customer service...
else	Improve parts availability
else	Actually perform next day repairs, not reschedule multiple times.
else	"Allow me to exchange a bad computer directly through Lenovo instead of transferring me 10 times to get an answer of: ""You have to contact the 3rd party seller that you purchased the PC from."" It was not fun being transferred around and even less fun to get an answer stating Lenovo could not do anything for me."
else	Wrong diagnostic and wrong parts
else	Again, we knew the issue was the charging port, but that didn't get fixed until the third attempt.
else	Fix the problem first time around, or replace unit with a new one.
else	Still waiting for engineer to arrive to install parts
else	Long hold times, but the call back feature worked as advertised
else	As a customer who had paid for additional 3 year on-site warranty, I was really disappointed with the time it took for Lenovo to send me the repair parts, also a wrong part was sent which caused further delay.  I was unable to use my laptop for more than 2 months.  I really hope Lenovo improves its management of repair parts - please make it more timely and accurate.
else	When my order was originally called in (late April 2018), they told me that they were waiting on a part that should have arrived by 5/1/18. When I called back in late May 2018, the part had arrived and they had apparently just forgotten about me. This was not the technician's fault.
else	waiting time on customer service line
else	Deliver updates sooner
else	Fingerprint Reader did not work upon return.
else	Get your parts organization working better.
else	Be more streamlined in their communication between departments, and between customer service and in the field technicians. Also, they sent the wrong replacement part to the technician so they were not able to complete the repair.
else	I made several attempts to get a call back with no response.
else	more communication about the return delivery
else	deliver parts overseas
else	Provide shipping and a shipping container for returning an item.
else	Technician didn't seem to attempt to recreate the problem before returning the laptop. Better communication would have saved a week of useless shipping my laptop back and forth.
else	Listen, read and have someone 2nd check what a Lenovo member decided as a fault and part(s)  to repair the fault.It took 6 calls,  3 visits by your external engineer to rectify the fault. I had to call sales to then be transferred to service because no one was answering the phone after to 30 minutes,  each time.
else	I was refer to serlink and the response is very slow
else	Service counter not fully occupied, waiting time long.
else	It takes far too long to get parts.
else	Actually send email updates so we know what is happening. Got an email to say the call was open and that was it. 3 days later I got a call from the Engineer to say he was coming on site!
else	Better communication between engineers, phone centre and other parties involved, e.g. ATOS
else	the telephone transmission was difficult to understand at times
else	First of all , i have about 10 members in family using Lenovo Phones however i was very dissapointed with the New phone's performance ( Lenovo K6 ) , there is lot of lagg issue.the details ( address / phone number ) of your service center is not updated for Ranchi ( Jharkhand ).The guy who was taking note of the problems which i was facing was very rude and did not know how to behave with the customer.my no is 9835115192let's see what you guys are doing about iti will never suggest anyone to buy lenovo anymore.a dissapointed fan of the produc and service
else	turn up on time. Notify me of the appointment in due time, Do not presume that thinkpads are only used by businesses
else	If there is going to be a wait time to call back the person on the nominated number.
else	the attendant said there were no new parts to my computer. the first attendant did not want to change the motherboard (which was necessary) asked me to update the software. my problem continued and then came the second person and he saw that it was necessary to change and put a reused piece, this was in worse condition than my original, the digital recognition sensor did not work. Then he came back for the third time and put another piece reused again. And then it works now, but I do not know if that piece is of good quality. after the experience of putting a piece worse than the part that I was in trouble, I started to mistrust lenovo's hardware quality.
else	Better test updates.
Agent	too long holding for a rep
else	This item was sent to Lenovo and no updates were given for over a month. Even the online status said it was received with no additional information. We had to call twice to check on the item and still didn't get a date when the product would be repaired. Thankfully, once the product was repaired and sent back it worked as expected.
else	Not have a box sent first thing to return the notebook for service.  This is a business laptop and I can't be without it for more than a few days.  Instead, I went to a Lenovo service center and they sorted it out in one hour.
else	parts were not shipped on time. And when they have now arrived, I can't get a hold on the onsite technician assigned
else	Faster shipping of replacement parts
else	I had my laptop less than two weeks when it began to fail. A direct replacement should have been in order rather than hold my defective unit for more than a month.
else	Offer more services and training reps to better handle calls regardless of on-going issues or in overall attitude
else	No body has returned my calls
else	make a computer that doesnt break after 6 months and turn around the repair much faster
else	Improve the technical efficiency of sales personnel in store
else	I send it my Think Pad to get service since it has not run from the day I received it.  It was repaired but told I have a bad CRU battery and that was not covered.  I had to speak with a number of people and finally did get a new battery and the machine  is working fine now.
else	The process of repair is too long, it take me 3 weeks times to wait for it. And all Lenovo need to do is just replace a hard drive for my laptop, however, they replace the fine one. HDD is the one that is not working, they replaced the sdd, after all these, i decided just buy a hard drive on amazon. Now all the problems are fixed, Lenovo waste my 3 weeks of time and didn't fix the problem.
else	Speak more slowly and be patient with callers who are in a panic
else	improve your service call response
else	The phone was given back to me after a month.The repair quality was very bad, they used glue to stick the parts of the phone.There were silver colour particles from the insides of the screen, when I asked, the executive said its normal and I need not worry about it.This is the third time I visited the service center, they never repair my phone properly.They do not have the aim of repairing my phone, they worry more about losses if the part is not accepted by the company as under warranty defect. Finally, after several requests they have repaired my phone and today is the first day of use. Its working fine.
else	Sort out your repair times. Don't promise 5 working days for repair if the part is not in stock!
else	Shorter delivery and return time.
else	Continue one ticket until resolution/completion of the service request. In all a total of 4 tickets were created for this one issue. In doing so, on the third ticket, the wrong serial number was entered resulting in the wrong part being sent - and of course, then ticket NUMBER FOUR needing to be created. Consistency and efficiency go a long way.
else	Deliver faulty parts in less than 10 days
else	Avoid repetition of user/requestor information, when requesting service and once service call is started. Make manuals easy to find within the product page. It may save time.
else	Still awaiting a fix
Agent	I had a little trouble understanding the agent due to a heavy accent.
else	Please give the response on time
else	be able to fix my laptop faster
else	respond to customers concerns and explain what and why if you choose another road
else	The first part was not sipped to me.  it was shipped to a depot and the CSR entered in my email in wrong so I wasn't getting notifications.
else	problem (no instructions on installing part) still exists
else	no response from you
else	Always  send tested part
else	Provide automatic driver updates electronically.
else	Call or email with updates. When the customer calls, do not yell and talk down at the customer.
else	more frequent status updates. all I was told is waiting on a part with no timeline for fulfillment.
else	There has been no repsonse in 3 weeks or any attenpt to resolve my problem, support on the phone was very poor, with no knowledge or follow up whatsoever
else	Failures has increased for this particular lot of PCs TS P310 SFF, out of 50, we have faced issue with 9 PCs. And same issue on 7 nos of PCs. Kindly do root cause analysis and provide us permanent solution of problem for all these PCs.
else	Actually send a tech with the requested part. Tech never came and case was closed saying an LCD was replaced, even though it was not the original request and no tech showed up.
else	please reduce operation time
else	Being able to update ticket information and better communication with technician instead of just waiting for a call
else	Motherboard was replaced with faulty part, I expected a faster response to rectify this issue
else	Confirm ETA updates
else	Deploy professional people on field
else	Clearer instructions and directions on what I needed to do
else	Stop using scripts when the person making the call is technically competent; send multiple parts if it's obvious the call might require them. Things that every warranty support service except yours does, basically.
else	By providing services on time
else	Need an exceptions policy if multiple returns needed for manufacturer defect. Just give a new laptop from retailer, or ship new one.
else	spare part / 3 bus days / expect next bus day/ he gets in trouble with the client as he offered next bus day
else	told it was a software issue - to reload the software which came loaded on the system - don't have the software - am waiting on my local IT dept who doesn't have time to work on it
else	Listen to professional customers and address issues immediately. It shouldnt have taken nearly 3 months to resolve the issue.
else	This was the third time that the laptop needed to be repaired - managed to sort out the problem this time but you'd did not let me know what was wrong with it - just received a text to say that it was being shipped back to me and the form that came back with the laptop didn't say much. The second repair back in Oct was disappointing since the repair center were unable to identify the Lenovo power lead as being genuine and I had to make great effort to obtain a receipt - felt really that your repair centre should have access to receipts and of course might be able to identify genuine Lenovo products.
else	include the install instructions OR a link to your online video (excellent BTW) that I had to search for
else	There was no communication after the unit was shipped.  I had to call your tech support to understand why the unit had not been repaired.   I was sent 4 pictures as proof of the problem yet 3 of the 4 pictures were blurry and really told me nothing about the issue
Agent	"9 for product, 3 for customer experience...product transaction, customer care, HW service AND SW service are all disconnected...it makes for a very difficult customer experience...you all are in the tech business, yet your tech can't adequately support the customer's need. Yes my issue may have gotten done, but only through adamant self-advocacy and escalation. So much time and angst to solve the fact that my wifi wouldn't work on a brand new machine...and in the end you couldn't solve it and still wanted to bill the customer for a portion of a two hour old service contract that wasn't necessary according to your own SME to begin with. I love the product but this company is suffering from ""the cobbler's kids have no shoes"" syndrome. Sad, i couldn't even provide a grade there were so many variables to the experience."
else	Get a better phone system and have your service techs speak into their mouth pieces properly. My call had been dropped 5 times. I also would of thought that the service tech would of called me back concerning since the call had been dropped. As to speaking clearly into the mouth pieces some techs were fine such as Ray Griffin and Jerry but others could hardly hear or understand them and had to repeatedly ask them to repeat because I was unable to hear or understand them. After doing the resolution of a bios update walked through by Ray, I had lost the blue tooth signal all together on the computer and unfortunately while trying to resolve that the call had been dropped. Not sure what had happened on why the blue tooth was lost but after calling back three more times Stan was able to walk me through getting the blue tooth back and the blue tooth mouse working again after the January 2 Lenovo update.
else	Supposedly still waiting for part and for a technician to accept assignment for over 2 months.
else	Very poor service provider brand in electronics u have improvement Ur call centre team their is job all staff are fresher they have no product knowledge other brand have good communication staff also products knowledge staff
else	Shorten time held in queue while progressing toward speaking to a service representative.
else	Sell me a computer that does not break down twice, with the same error.
else	Give updates on how long the process may extend when it goes beyond the automatic period of 5-10 business days
else	Since the appointment could not be scheduled for a particular time of the day, the person making the appointment said they would call on the day in the morning to confirm the time. They never did, which was a slight disruption as we had an incident at the time. Good service otherwise, the engineer was professional and the issue was resolved quickly.
else	Improve waiting time, only after 2.5 hours from my initial call was I able to receive any support.
else	If you could update us quoted parts delivery accordingly, eg;- lcd screen that require very long time to arrive after purchased
Agent	Get better staff that are polite and helpful not rude and can not be bothered
else	To improve waiting time
else	The service person never called or showed up
else	I need the software you sold me  and the phone techs need more knowledge
else	Improve parts availability, tech training. Even better if you were to implement hardware exchange.
else	Provide me the service contact
else	faster return will be better.
else	A simple part that is considered broken - MOTHERBOARD - is going to take 1 month to arrive - this has to be some kind of a joke with Lenovo trying to be a truly global company with ambitions. How can you leave a business client without his/her main tool to work for a MONTH (at least)???
else	I have sent this computer in three times (just set again yesterday).  Issues unresolved (after updates hard drives - one or the other- are not recognized). Appears to be a reoccurring issue with this model as a [partner bought this same model and has this issue as well.
else	The woman worked very hard with our own IT department to get my computer up and running.
else	problem has reoccurred several times and the numerous repairs are yet to rectify it for good.
else	Please attend to the issue and replace the problem parts
else	Wifi did not work after performing an update to the phone...
else	Provide some updates on the status
else	Awaiting email to tell me what I was supposed to do next
else	Improve customer service access (response to chat, email call back requests and wait time) Pay better attention to include all parts when returning repaired products
else	package was returned with no notification at all one day i was told there was a package that had been sitting by my door for 2 days
else	Take down the wrong phone numbers especially for Canada that are in circulation, for parts and returns in particular. For my defective product return, I was given 1-877-884-4659 by your representative which kept on answering with an automated message that it was not within the business hours. After wasting almost a day of calling around I was told that I should call 1-855-253-6686 instead. I also found on online forums that people have been complaining about this matter.
else	The auto updates gives the computer a hard time.
else	Because the technicians are not professional
else	Shorter wait times
else	have not recieved unit yet
else	Customer care more prompt n professional
else	Hire a more professional technician.
