tier_1	comments
else	improve customer support - allow faster turn around time
else	Lap top was sent to Germany but upon return there are new problems
else	I was sent back a phone without a back or battery and was told that I would receive back and Battery within 24 do I want to say 48 hours and still have not received it
else	Have received an empty box
else	Oreo update
else	Critical Updates were turned off on my PC to prevent BIOS updates from bricking my laptop. This does not resolve the issue. Do a follow up with the customer when your issues are resolved.
else	Ensure replacement parts are high quality.
else	The phone reps weren't as knowledgeable as they have been in the past.  It's like I could feel your support is brand new over the phone.  I had three or four phone reps and only one was super knowledgeable.  She finally got me the help I needed (props to her).  the others were... weak.  Also, your BIOS used to always display what kind of hard drive is present on the machine... the laptop model i had with updated BIOS doesn't show storage present... if you go to diagnostics with a broken storage device (not detecting) there ARE no diagnostics to find a failed drive - so you're supposed to know it's bad if storage diagnostics are not there.  That kind of sucks.  The onsite consultant that came to fix the problem was AMAZING - he fixed it first time and was super fast.  Love that guy.
else	The first technician could not fix the device/ the second technician arrived, when the laptop was fixed, after he left realized one component was missing so the device no longer worked/ rang engineer and he did not have the part, he had to come a second time/ customer does not required of a call, only to take the feedback stated here.
else	Better quality control of replacement parts
else	Low professionalism of first level customer service person
else	To be specific, my tablet was freezing every time it tried to do a system update which it did automatically. I sent my tablet to yourselves to be fixed and it was sent back. The same day I tried to do system update and it froze again.  Once more you took my tablet and sent it back fine. Couple of days later my tablet tried to automatically update system and it froze again. I called up once more and was told even though my warranty had expired that they would fix.  After I put the phone down I received an email to say that if I wanted my tablet to be fixed I would have to pay. I was upset and am unwilling to pay
else	provide timely updates when there will be a delay
else	My laptop was rendered completely useless after the installation of the parts. RMS/Transport IT have not been able to re-image it and have now requested a replacement asset be provided.
else	faster process in general... took over a week to fix the problem.Thankfully it was an issue that did not render the machine unusable, but if I get a serious problem that disables my machine... am I supposed to not work for a couple of weeks till parts arrive and come over?
else	The speed was slower than desired but I only received any updates on the status of our repair when I requested them: I was kept rather out of the loop unless I chased for an update.
else	When there is a defective part, please arrange the replacement part to be delivered along with the Technician within in 2 working days
else	Ensure that customers will have updates readily available and that communications will not be completely cut off between the service center and customer support/ the customer
else	Plz improve Ur warranty policy also customer care support and we'll educated product knowledge of the laptop tools also products
else	Improve follow up tracking system and seek customer feedback before closing the case. Actually it takes several traces to get the quotation in place.
else	Lenovo can increase the technical support receptionist..
else	Answer the phone a little quicker
else	better contacto
else	Give an estimate on back-ordered part availability.
else	This is not the first time that the phone support sent the wrong part - get it right the first time
else	more feedback on issue when computer returned to me. Hard drive replaced it says. Computer is slow at times and locks up.
else	First, don't try to be cheeky and send second hand parts.  You got caught out.
else	Camera has still problems in focusing on targets and resolution changes when taking pictures in dim light.The pictures improved in daylight conditions and when shot in close distances, but when in 4x or 8x mode, the camera loses totally where to focus on.The camera has no stabilizer, I know, but that seems not to be the problem.The same camera in a Samsung and Apple shoots clear pictures.
else	Not distribute faulty units
else	Better response with sending ups labels for product return.
else	Communicate to customer on the status before he reaches out to you for an update
else	Make warranty update much, much easier
else	Faster response time,
else	first, it took too much time to receive and even now I can not go to windows because it needs a security code. I called but the admin just sent me pdf. I wanted to talk to the supervisor but the admin told me he is busy! I want someone help me to use my laptop!
else	Sort out a better courier for returns, I would suggest using parcelforce
else	Please Send part on time...or fast because from lenovo These taking to much time to send the part its effect on Daily work... Customer can not wait more 15 days for part.
else	lergion series laptop needs better cooling for cpu/processor and all drivers should be installed at the factory already, or this service call would not be needed
else	When an order is called in and a part is missing, do not forget about the client.
else	The instructions for returning the computer were confusing. It asked that the unit not be shipped with the battery.
else	fix problem first time (cooling fan both times in 2 months)
else	It would be better if you can also update your clients through their mobile number, just so the communication would be faster. I actually had to call them first before I was informed that my laptop is already available for pick-up.
else	I was referred to a local telephone number, which no one picked up
else	Poor sales team, still waiting for my invoice to be emailed
else	Too much background noise. I could not hear the tech. The tech could not hear me. I screamed in the phone and finally hung up. The tech called back. Problem was resolved.
Agent	Very slow follow up. we had reported the battery  USB charger was damaged , as  we did not  open up & the lap top only  after  several days.   However as today , we still have not received  the replacement
else	Accourding to my order I was nsuppose to get  LENOVO V110-171KB -Core I5-7200.I received a Lenovo V320-17 lKb  Core I5 .  I called , they said Amazon forget to update the numbers on there list.I look at the back nof notebook and the mfgDate is 18/02/07 and you sell it as a new machine. That is really hard to understand.  849,00 Eurs is a lot of money for old products.
else	Keep me better informed about repair progress and likely timescale
else	on my first call for service, the Lenono rep told me I had a software problem and referred me to microsoft. When mocrosoft dodn't respond I called Lenova help line again and rhis time the rep directed me to restart the laptop in a novel way using a bent paper clip and then, working under the rep's direction I was able to get up and running.My ratings on this survey are a combination of frustration with the first rep and satisfaction with the second.
else	Improve delivery of parts
else	I wont suggest anyone to go for Lenovo it was my worst experience I logged the complain related to beep sound but the technical person recommended me a keyboard replace.
else	React faster, I have been waiting for the spare part now for 10 ays, and I haven,t get it yet
else	I found it quite difficult to find the number that I needed to call for help
else	The product was returned to me after being a the depot, in the same unusable condition.  I have sent it back under a new case and have yet to receive back (Feb 19th, 2019).
else	Quicker parts
Agent	The customer service agent was extremely difficult to understand, my problem was not fixed and troubleshooting was infuriating and lacked any technical expertise.
else	Faster engineer call outs! we logged two calls in total, one a few months back which took over 5 weeks to resolve and then another (after the 'improvements' were made) which took 3 weeks before a tech came out! This is with premiere support which we though was something like a 1-3 day turn around, so thats quite far off the mark. The actual call to your Service Desk was fine, that i can tell has improved the tech on the phone was great. So the only issue we have is with your field technician call out times - which is of course pretty important.
else	The phone connection was a little poor, there seemed to be a delay so we found ourselves accidentally talking over each other.  I don't know if the poor connection was on my end or yours.  This was definitely not the technician's fault though - he was very patient and helpful.
else	Didn't wait for long to receive my mobile.
else	Reduce time taken for parts to be available for replacement
else	I submitted my support request by email, and the response from Lenovo was slow (took 2 days). The response provided no information at all on what I needed to do to resolve my problem. The response merely asked me to return my machine - which was utterly unnecessary. I managed to fix the problem myself, with no help at all from Lenovo.
else	I have a phone that does not work well, I guess making better phones
Agent	Just to add -- I appreciated the fact that the agents were in Atlanta (state-side) -- that was very welcome!!   I also want to add that they were personable, pleasant, informative, and did the best they could (the 2 agents I spoke with were Steve (perhaps last name Falk - because of email) and the second was Tommy.
else	pay for return if still under warrant. both ways
else	Send parts that are not defective!!
else	Better communication when the first part arrived, the email gave the impression I was supposed to fit the part.
else	I've been transferred to every department known to man. Everyone says it's not their department.
else	Was not given any advice on how to connect to wifi by hotspoting my phone to connect the two.
else	Have better options for dealing with a broken product than making customers wait weeks with a broken computer
else	If you were updated, I had cancelled my appointment because I managed to get it going
else	It was unclear that the parts were not getting sent to us and rather to the technician they were sending out to fix the issue.
else	Depot Repair representatives could be better, more professional.
else	1. Send the correct box to ship the unit in, 2. Pack it properly for the return and 3. ACTUALLY FIX THE COMPUTER
else	No longer supported device, confirmed android version for my region and vendor, unable to update to latest version as stated on website.
else	Some of the parts in the laptop like hinges are loose and the Engineer said it was broken from inside but it was not a physical damage so I would request you to plss replace the hindges
else	Very rude behavior of staffs and they have less knowledge about services.They made a compulsory upgradation of mobile software even I was not ready for upgradation.
else	read emails and respond
else	Provide better updates on open support cases.
else	Shorter wait time and more knowledge support staff.
else	Faster repair times. Laptop under repair, no laptop for work.
else	I sent a watch in that is in pristine condition. The one I received has scratches and while battery life is improved with this replacement watch, it appears this watch already has a somewhat degraded battery, only lasting 10-12 hours.
else	Know what they are doing and which part the computer actually needs
else	regional takes longer 1 week and order a part was an inconvenience with no laptop to work with
else	Speed, communication, professionalism, not taking the customer for an idiot. all of it needs improvement
else	The device was waiting for a part for 2 months. There was no meaningful estimate for the part, I was referred to different ph
else	telephone support was no existant . where not able to get thru was on hold with nothing to indicate wait time. i ended up going on line
else	Fedx delivered it to the wrong house and then when i found it the next day it was the wrong part. I needed the plug that goes into the laptop but was sent the plug that goes into the wall.
else	Teach your technical support manners, teach them empathy, teach them to not hang up phones. Teach your dispute management team to respond to customers.
else	My charger was not returned. I just opened the package today after I returned from the holidays!
else	after replace my parts I have facing some issue like hanging &v some time my mouse is not work. same has been convey with your executive to call me for the feedback
else	Too long to have the replacement divece received
else	I originally submitted the service request via the site linked at Lenovo leading me to https://www.managedtechnicalsupportaccess.com/mtsarva/lenovo.htmlThis site is terrible, half of the time when entering my details I got 404s, it's unresponsive and hard to navigate. It looks so cheesy I at first thought I was on a phishing site.Once I switched over to phone support everything went smoothly. But this site, man, please drop it. Seriously.
else	Hope can improve the speed of replacement part order from overseas
else	monitor the likes of Microsoft updates and plan Lenovo upgrades to faciltate.
else	Re: Service Request#:406B7T2 , Product:20F9, Serial#:PC0BF3VY.Service request was cancelled without my knowledge. I had to call to be informed it was cancelled.
else	Still waiting for instructions or explanations.
else	Get better parts
else	Delay in parts avaibility & delivery
else	Advance replacement when parts are bock ordered or unavailable
else	Device was sent in because it would not turn on the trackpad was not not working. When it was returned it woul not connect to the network and to be sent back again.
else	The technician was not sure of how to update BIOS and it appeared the system board was bad. He had to order a new system board, once he installed the new system board he was receiving the same codes as he did after installing the new AUX Fan. He had to call support for assistance and mentioned to the other person on the phone he was unaware of this setting in BIOS.
else	Make the call center faster/easier to navigate to get to the right department. Don't try to upsell service programs I don't need or want but feel pressured to buy because your phone rep said buying the SW support pkg was the only way for me to get help with my problem.
else	If the question is regarding the telephone support I received from Lenovo then I would score highly satisfied however if it is about the tech support from BestBuy then I will have to say they are extremely slow as it has been almost 2 weeks and the GeekSquad portal indicates that they just received a part and I have no idea how much longer they will have my laptop.
else	Please reply on time at earliest
else	they took almost 5 days to just check that they can not resolve the issue with software update.Even after taking 5 days they are saying they need to replace the hardware, when it can be resolved just with the software formatting.
else	Computer was returned to me with the administrator still logged into the computer. This company is garbage and so is their service.
else	not applicable as I have not received my phone yet
else	Fix the problem with new parts - not used parts?
else	I sent my laptop back three times for repair and three times it came back unresolved. The same issue was present as soon as I tested it. Lenovo staff had noted that it had been fixed. I don't think they even looked at it.
else	Better explanation as to which parts we were waiting on.
else	Pack the returned product properly (IE. not upside down, where scratches can occur) Ensure the computer is put back together properly, by making sure all the bezels are all the way down. Be more careful in the handling of the product so as not to add scratches.
else	the replacement part does not fit in to the laptop, it stuck on the LAN port, but how ever support team do resend another part and it manage to fit in the laptop.
else	I missed the first chat because I switched windows and lost track of time. A sounded alert or notification wouldve been helpful.
else	Non professionals are dealing. Simply making no logic arguments. My case I have spent 1300 rupees . Problem still persist. Hopeless service. While giving the handset at morning 2 customers are shouting at reception. Same time I felt that service centre is hopeless. After the job once again confirmed the same.
else	When the computer returned we had an issue with it shutting down.  We called to get help and were told that we needed to pay a support service fee.  We have no idea if you ever fixed the computer because we cannot even get support to troubleshoot the problem we are now experiencing.
else	I like the products but the initial email response to my assistance request was slow and not followed up when it did not work.
else	LAst 6 month issue not resolve also technical support team not respond properly
else	Need more professional people at the service center
else	stop the junk mail after several fallow up i am receiving mail as i requested earlier this mail should not be come to my inbox and i am not aware about case logs.
else	having the inside support work better with the outside support and making sure the onsite persons respond and pickup their parts ontime
else	We have sent this computer two times to Lenovo service center in two months of time and came back without repair.Service could not discover what the problem was. We are absolutely not satisfied with result anyway. computer is reinstalled with default Lenovo OS image but problem remains. when you hold this computer from the corners of the keyboard side screen flickers and does strange stuff. Also time to time same symptoms happen while user types a document his hands on the keyboard and also we hear electrical short circuit noises from keyboard!  We need this computer to be repaired or replaced with a decent one. Already we are not able to use this one properly for about three months.
else	Do not email requesting details that are already logged in the call as this just delays the resolution. Hold more stock of SSD's
else	Laptop was returned when problem was still there.
else	Provide case updates on email.
else	Please get someone to contact me so I can return the damaged hard drive.  I was told I'd be charged for it if I didn't, but haven't been given any information on how to return it.
else	Be better at communication.I had to return back from the centre once due to their misinformation to me regarding delivery of my laptop.
else	Improve communication with 3rd party freight companies regarding consignment note issuing.Improve communication of jobs with contractors.
else	tried calling back and unable to reach
Agent	I was placed on hold and not offered any assistance with my problem. I asked for a supervisor and was told there was not one . When I got upset and questioned the specialist , O was told the supervisor was on the phone and would call me back . I made sure I gave my home number and cell number . To date I have not received a call back . This computer is under warranty and I was told I had s software problem before I even said what the problem was . The warrenty only covers hardware.This was the 5 th computer I bought from HSN and I have never had a problem. This my first Lenovo and I am beyond upset at the lack of customer service.
else	Please provide the right part: the replacement keyboard is different from the original keyboard. (This case is about a broken cable due to an attempt to fix the finger printer reader.)
else	I contacted MOTOROLA on April 19, 2018 re: Phone would not charge; I sent MOTOROLA-4, via FEDEX and did not receive all proper pieces back, to complete RMA process. As of today (5/72018), I am awaiting remaining pieces to Motorola - 4  (i.e. The back cover of smart phone & phone battery).Sincerely,Angela McRae(407) 271-6626
else	i went to motorola service center hoping there will be some repair work done to my mobile and get it in working condition . However, other than telling me to buy a new phone instead of servicing the existing phone . They returned my mobile phone not in working condition and also took service charges for no reason at all. If i am supposed to get my not working mobile in a not-working condition why should i be charged?
else	Faster service, easier to use and more frequently updated status page
else	Make sure ALL parts requested are delivered.
else	This is not for this case, but just a feedback. There should be proper compilation before your technician visit the site. Technicians do multiple visits for similar issues.
else	need experience technical support for Lenovo concern to make sure that specific hardware problem.
else	Send the correct part next time. Also when going back to report this issue via chat I waited 20 minutes just for the support rep to leave the chat immediately without even saying anything.Isaiah BrowningChatting with Isaiah Browning.12:39 PM:: Isaiah Browning has left the chat ::12:40 PMRidiculous, and a waste of my time.
else	by improving the mail updates collection information by ups
else	Replace with original parts and not substandard parts
else	Use dedicated Lenovo staff and not third party staff, who weren't quite sure what they were called out ?
else	stop sending rubbish parts and improve the time it takes to receive the parts
else	Procedure for acknowledgement of problem.
else	My laptop was returned with cosmetic damage from dissembling the unit improperly.
else	Rang on support number and dropped out after lengthy wait.  I then tried online chat to get my query sorted.
else	I submitted this request and since he initial e-mail to confirm the problem had been logged, I received no contact from Lenovo.  I then find out the server request has been closed and the problem has not been resolved.  I have now had to re-submit the service request again under reference # 8010394856
else	I'm still waiting for them to return the old hard drive to me for data recovery. I called and they said they would do it...
else	Improvements required in resolution
else	I like the unit, but encountered a problem where it wouldn't communicate with the monitor. Had to send in twice to finally get the problem resolved. Didn't receive information as to what exactly was don to resolve the issue. During the first send-in they changed the mother board. I have no idea what they did on the second send-in. There wasn't really any explanation as to what was changed, repaired, etc. The first send-in cost me $32. and thankfully the second was covered.
else	Get replacement parts faster
else	because the wrong part was ordered
else	still waiting for part and onsite. Part was sent but tech did not show
else	My phone's battery was draining very fast so I asked them to helpl me they said that they will update my software and problem will be solved but after visiting service center it has started to drain faster.
else	at times had trouble understanding accent and instructions over phone so better communication at times
else	Not charge us next day business support and still let it take over two months to reach a resolution. The constant pushing back of our maintenance was also very frustrating.
else	Takes a long time for the parts to get to the technician.  The tech did a fine job when he got here.
else	Have a customer service representatives call back when requested
else	First time keyboard defect, change keyboard, but never glue properly, second time return to glue, came off again, third time send in and re-glue, diagnose my speaker problem, wait one month for part, still need to call in to ask laptop status. now back to square one, keyboard came off again.
else	When the PC has an anomaly that causes it to sit in holding for 3 days, please call and let me know; not just update the status in the portal and wait for me to call in.
else	Faster turn around on parts and engineer visits
else	Re open this call and fix it
else	Resolve the issue end to end without having the customer to chase the company for different parts.
else	Better product knowledge. L1 should have know th video card support prior to dispatching a Tech to replace a system board. The Lenovo PSREF guide gave me the info needed.
else	the screws on the bottom were not tightened when i received it and it took longer than expected
else	send the shipping labels as agreed first time, look at their own systems and not try to charge when ADI has been paid for and confirmed with Lenovo at the start of the process. Make sure contact staff can speak the language of the person they are talking to especially when talking about money.
else	Make sure device return without damage
else	louder volume on Lenovo end of the call.
else	Jimmy Johns delivery with replacement part
else	Was told they would not return it.
else	Timeliness - there was quite a long wait because the service company didnt have all the parts necessary.
else	Phone returned has speaker blown out. It is crackly and doesn't sound good.
else	update the customer with information, take the information correctly, speed up the service
else	faster shipping and repair.
else	"The waiting period between the time that i call and the time that i receive the box is a waste and a hindrance for my students. If i had shipping boxes on sight i could ship the device out the day i call for service instead of having to wait 3""business days"" for an empty box to be shipped to me. <~~ fix this. Send me a box of empty boxes so that the downtime for my students is shorter."
else	Thank you for your help in resolving this case. As we have discussed on the phone on April 26, this is my third attempt to get the device fixed, after it was previously mailed back to me in error (without any inspection that would have resolved the issue). As you may also recall from our conversation, the device has been shipped now three times, and I have had numerous phone conversations with support staff, as documented in the following service requests:  1)405LP5T, 2)405PTK6, 3)405ZFSV, 4)40647VR.  These service requests span over a month now, a long time frame during which I could not use the machine to its full extent. Even when I did get back the device the first time after the battery replacement, I had to spend significant amounts of time on re-installing the operating system, because only 50% of the hard disk was usable (due to a partition imaging error upon return from depot). In addition, I have spent now a combined 4 hours on the phone to resolve these issues, and the lack of common courtesy to at least return my calls execrated the situation.
else	Fix the problem I have, which still continues weeks after I called.
else	Respond to the problem much faster than a week - By the time you contacted me, I already had a replacement laptop from my company
else	Listen to what the customer explains what is wrong with the unit. I attached a VERY detailed description of the error and what needed to be done, but it seems the repair center completely ignored it.Also it would be great if you stopped manufacturing and selling computers with so small storage space that it's not enough to run the operating system sold with the computer, and its updates. I find it very deceptive and unprofessional to sell a computer with hardware insufficient to run its included operating system.
else	Use better quality parts
else	First of all you have only 2 centers in bangalore which is a IT hub. Then, You call the customer 2 times in your office. First, to receive the product and diagnose it and the person diagnosed it in front of me and concluded that the charger is faulty and needs to be replaced. Then, I have to come again some other day to collect the charger. I am a working person and you made me travel 7 kms 2 times. I asked if you can deliver at my address, that also you cannot do. This kind of service is not expected even after paying extra money.
else	better access through the phone.
else	have a tech that doesn't just transfer the call or tell me to call microsoft
else	the stylus pen was not returned.
else	make  it so that when a exspensive product you sell needs a reset  it does do that instead of asking me to send it to you so you can charge me to reset the stupid thing
else	A tech came to replace the hard drive and motherboard but the wrong motherboard was delivered.  The tech came back to finish the repair which all worked out fine though.
else	provide a shipping label
else	The quicker u can get parts before onsite service the better. in case of an emergency someone might need it in 3 days so depending on the urgency of the onsite request parts should be delivered accordingly.
else	faster response time for repair.  your technician is overbooked.
else	I was given no updates during the whole process. I had to call on multiple occasions and no one was able to give me any real answer. I was told over and over again that someone would get back to me, but no one ever followed up.
else	The process went as stated on the website for warranty returns, except that we read FedEx provided the packaging for free, which was not true. We paid ~$10.
else	Make contacting support easier or at least some behind the scenes communication/transition between standard business support and premier - had to explain the situation twice as there was no hand-off of tickets between support groups.
else	Problem was not resolved and moreover the laptop was returned with camera hardware failure
else	improve communication with the parts return department
else	i asked about windows update disable option.... still it's not disabled ....system is running very slow... in background updating is going on.... gpedit.msc option is not working.
else	Extreme wait time and then the person did not speak English well enough I had to repeatedly ask them to repeat what they were saying.
else	Device return with damage and missing part
Agent	Stop the terrible music while on hold.
else	Difficult to locate contact phone number for premier support services; long delivery time for requested media; long response time from support; and note enough status/action updates.
else	Shorter way trhu  the call center
else	Faster return of replacement monitor 4 weeks is a long time in process.
else	Respond of the customer service personal and how fast we received the phone back.
else	Just keep it up the onsite engineer on time.. :-)
else	My computer was scratched on top cover when I received my product
Agent	cut the hold time, if possible
Agent	The email had indicated that I would need to send my pc to Lenovo, and that they would arrange to collect it. This did not happen, and I had to follow up. After speaking to a technician twice I was able to resolve the issue over the phone
else	No engineer or parts ever turned up.
else	Service engineers are not trained well they damaging the sensitive part of the laptops.
else	To improve the quality of the product and  QC check on the parts of the computer.
else	The problem is not rectified they jus installed software again and gave back the mobile.They are even not ready to take feedback saying there is no feedback form
else	Improve the managedtechnicalsupportaccess.com website, it is shockingly poor and seems to require a password reset every time we re-visit it. It also has a massive url, couldn't you have used something shorter?
else	Pls ensure to return in a specified time
else	Try to update regularly from service center, and keep discussing about the difficulties in the product
else	The Original Document reads the wrong information saying the item would be returned ( Implying it would be back in say 2/3 days) but should read will be collected in 2/3 days for shipment to Germany
else	Improve the laptop cover so the parts inside will not be affected.
else	It took a very long time (over a month) from the time my suppler submitted the service request to the time the service Rep actually came onsite.  That was frustrating  more prompt attention would help.
else	use RMA shipping labels instead of requiring the customer to pay for shipping.  The Issue is not resolved.  However i am not paying another $30+ to send the laptop back, Again
else	Engineer had not replace the part
else	Reimburse shipping or offer shipping labels on warranty items.
else	My computer was returned with a non functioning biometric scanner. I have opened another ticket.
else	Shorter or no wait times during the calls, and a technically more savvy staff
else	better knowledge of problem om initial phone call
else	Make it respond more quickly. More memory would be nice.
else	Fix the issue I called about, still not resolved.
else	Take care of the issue instead of having me call different departments in support and those departments not knowing what to do but tell me to call another number.
else	Poor part quality (LCD display) is what caused you to miss the SLA in this case.  The service tech came out twice with replacement parts that were worse than the one being replaced, forcing the ThinkPad to be sent to the depot, where it was ultimately fixed.  Better quality of the LCD screen is needed.
else	Test the machine before returning to the customer
else	The communication emails were somewhat confusing, in that I received a generic confirmation email, followed by a notification that a part had been shipped from China. As this was a service request rather than a part request, some clarification would have been useful that this was something shipped to the technician rather than our office, and that the technician would come after the part (the mainboard) had arrived. It would also be beneficial to include our address and phone number in the scheduling email, just to ensure that the technician is going to the correct location. The service itself was good.
else	When you send out an update to the computer, give better advise or support in the installation
else	Look at my chats and calls and eliminate the need for them.
else	Difficult to say but shipment of parts was a mess.  We got parts intended for others and at times, our parts went elsewhere.
else	For on-site service, there seems to be a disconnect between the time a ticket is opened and the time an actual field technician contacts the customer to confirm service date.  In this case, we received the parts within a day or two, but didn't hear from the tech for several days...
else	The part needed was not available initially. A periodic status update would have been appreciated.
else	I am still waiting for answers back from Argos store where I bought the Tablet it was the only place I could get my Tablet looked at to get repaired with all the problems with the Tablet
else	Use a faster delivery system to get products repaired quicker
else	Teach your phone representatives courtesy and technical information.  Seriously, my rep had neither.
else	Train customer service in basic IT knowledge.
else	The replacement I received did not work correctly. It just turned off after about 3 hours. When I called I was told I would need another 400 deposit even though the tracking showed the phone I was replacing would be at the warehouse the following day. I had to get upset and speak to about 5 people. I was told another phone would be overnighted due to the fact the I was without a phone and that is my only means of communication and I operate a business and have children.
else	I am unable to comment, because I haven't had my unit.
else	Carry spare parts
else	Can be more clear about contact details of the concerned department.
else	Keep track of my device.
else	Too slow, Took more than one month to repair
else	The answer, that there is no supportet USB C charger is NOT acceptable!
else	My laptop 8 months old and all parts are changes...After Warranty what i do..
else	Show up and call
else	Ensure adequite personnel are available to meet customer demand and response SLAs
else	See if we can told the problem they are not ready to accept simply blame to third-party software vendors
else	I filed my ticket in December, but received no notification that a RMA box was shipped to my workplace. Because it wasn't addressed to me personally, the box was lying around in the office for over two weeks before I took notice of it and realized what it was. I started receiving correspondence after I sent the defective machine.
else	The first part arrived was faulty n 2nd order ETD was almost a month later
else	More timely status updates via email would be good. I had to log-in to the online system several times a day to see updates, even though the system indicated it was sending me an email. It would also be good to know when a part is being shipped directly to me instead of the service technician -- a package got refused by our building because we had no idea to expect it. The notes in the online system just indicated that a part had been shipped and provided the tracking number, but didn't indicate the recipient.
else	Better feedback
else	Explain from a technical standpoint why a brand new computer is has a serious error after recommended system updates.
else	Stop working with ServiceNet... very slow response time, taking ages to fix something. 2 months for docking station, awful.IBM Lietuva - FTW!
else	Actually send the parts and the engineers to replace the machines when you say you will.
else	assure the qualities of spare parts
else	No response from you
else	I have already sent an email on the email id lenovocarepune@gmail.com however haven't received any reply yet. Overall service at the BM Gadgets services pvt. Ltd., Pune was disappointing. I was not informed for 4 days about what issue was there with my phone. When i called at the service centre for 25 times, no one picked up the calls. Which was very annoying. When i visited the centre personally, they denied their mistake. Which was again annoying. I was supposed to  get my phone back on 18th June. However i got it on 24th June.
else	to speed up the spare part replacement process
else	Time to wait for the service is too long.  The schedule was changed 3 times before a technician was dispatch.
else	We have next day onsite service, but the part was shipped to us but we did not receive a call from the technician until 3 days after the initial call.
else	Pay for shipping as part of your warranty. I spent $85 on shipping to send the laptop, as insurance was only possible through Postal Canada, not with FedEx. In the US, they offer a $20 option with FedEx that seems to have an insurance deal with FedEx but FedEx will not Insure packages for individual purchases. Why do you not have the option in Canada?
else	Have techs that are able to troubleshoot or fix issues over the phone or remote sessions. Or if escalated like mine, make sure someone actually calls me back. 16 days and not a single call back and the ticket is CLOSED IS UNACCEPTABLE!
else	Make the options clearer when clients call, I chose the wrong option as I wasn't sure which one related to my problem. Otherwise, nothing else.
else	I am unable to use full disk space as my system is not allowing me to create disk partiton. Some space on the disk is lying unallocated.
else	Reduce your service timing and check parts properly before sending .
else	Staff attitude not professional at all. As if doing a charity.
else	If there are delays clearly communicate them, and provide regular updates with meaningful descriptions, then make sure to give accurate ETAs
else	Computer was returned without service & more problems
Agent	Improve chat agent times
else	Before returned items back to customers recheck and test for the problems to minimized inconvenient of extending their times.
else	Repair and return in better condition
else	Read the ticket and send the correct part.
else	May be make products better as on many of our laptop screen issues and keyboard issue came. so my request is to make product which are solid enough
else	Make it easier to resolve an issue and find the right customer service contact.  It tools a bit of hunting on the site to find the chat option.  Forcing the customer the knowledge base without showing other options easily is very time consuming.
else	Explain why your return shipment process kept getting cancelled multiple times!
else	get a vendor that calls on time
else	Give status updates.  I didn't hear anything about the process from the moment I sent the laptop in until I physically received it back.
else	The problem was delivery of parts took very long. I suppose Lenovo cannot do anything about it...
else	take issue on time and easily.
else	Make sure they dont loose track of where the computer is
else	Better updates throughout the process. Took months to get computer back or feedback.
else	Make sure the phone representatives provide the accurate information and put all the accurate information in the ticket  Allow phone representative to update to the  get without pushing the service date by a full day each time
else	Allow customers to change return package delivery address after submission of the support request.
else	Improve contact with customer and keeping the customer updated on current status of system. It took over two months to have my laptop returned even though I declined repair. I constantly had to call customer service to try and receive the status of my machine. The reps just kept telling me to check online status.
else	Please speed up your service and store more spare parts
else	Take feedback on call only
else	i had not received a proper information from your service team side and i getting trouble by your service team. Please improve your terms and conditions and improve your service team to respond quickly to customer needs and improve your warehouse team to available all parts in warehouse
else	Please send part on time
else	No questions asked return.
else	If I have a defective laptop, either replace the part yourself or issue me a new laptop as I return the old one.
else	Better QC on refurbished parts
else	The technician came in on a day when I was not here.  His instructions were to replace an LCD screen due to the previous one not being seated correctly.  He did not understand the problem, so he tried to set up the computer from a factory reset state for diagnostics and couldn't figure out how.  He decided to report the problem solved and leave having done no work on the computer.  He did not replace or attempt any repair on the screen.
else	Reduce the parts delivery time.
else	Better coordination between parts delivery schedule and engineer visit schedule (for on-site service). Very frustrating that engineer initially booked to visit before part had arrived. I had to intervene to prevent wasted visit. Things then went quiet for a week with several calls to re-trigger engineer visit.
else	Ensure the shipping location of a replacement part is not shipped far away from the customer and service tech, my tech had to go nearly 2 hours out of the way to pick up my replacement system board
else	let their customers know that if the PC has a hard drive failure we should be given the option to receive back the bad hard drive in order to attempt a recovery of files.
else	Send the computer parts faster to fix customer issues.
else	Check more carefully before returning
else	Need to improve the part dispatch to customer.
else	I have still not received my Moto X style mobile from Motorola service center KRK Solutions, Marathalli, Bangalore. I gave it for repair on 2nd Jan 2018, however everytime I call to enquire, the Motorola service center employees reply that the battery is still on the way and they have not received it yet. Its almost  2 months. I am very disappointed with Motorola service as I think it should not take this much time just for battery replacement.
else	Check your work before sending unit back out.
else	Improve the parts call center and retrain supervisor. Supervisor at parts call center was extremely rude and had that been my only interaction, I would never recommend Lenovo to anyone again.
else	the wait
else	Make sure everything is working before returning
else	Fix and return item in less than the 21/2 months it took. No update were supplied.. Hell the STATUS CHECKER SAID IT WASN'T RECEIVED. i HAD TO CALL
else	Send the correct part with your technician
else	haven't received a call back yet, my phone was customized and got sent back a regular phone without my initials.
else	Keep delay on part replacement more than 2 weeks
else	We only had 1 issue and that was a bad part that the tech received.  He figured it out immediately and was replaced the next day.
